#		P	A	h	b	s	r	Iy	Wy	iy	Iz	Wz	iz
147	140x60x3.5	10.36	13.19	140	60	3.5	7	317.7	45.39	49.1	84.19	28.06	25.3
148	140x60x4	11.73	14.95	140	60	4	8	355.5	50.79	48.8	93.68	31.23	25
149	140x60x4.5	13.08	16.67	140	60	4.5	9	391.6	55.94	48.5	102.6	34.19	24.8
150	140x60x5	14.41	18.36	140	60	5	10	425.8	60.83	48.2	110.9	36.97	24.6
151	140x60x5.5	15.71	20.01	140	60	5.5	11	458.3	65.47	47.9	118.7	39.56	24.4
152	140x60x6	16.98	21.63	140	60	6	12	489.1	69.87	47.5	125.9	41.97	24.1
153	140x60x6.5	17.94	22.86	140	60	6.5	16.5	500.2	71.46	46.8	129.4	43.13	23.8
154	140x60x7	19.12	24.36	140	60	7	17.5	524.8	74.97	46.4	135.1	45.03	23.6
155	140x100x4	14.25	18.15	140	100	4	8	503.5	71.93	52.7	300	60	40.7
156	140x100x4.5	15.91	20.27	140	100	4.5	9	556.8	79.54	52.4	331.2	66.25	40.4
157	140x100x5	17.55	22.36	140	100	5	10	608.1	86.87	52.2	361.2	72.24	40.2
158	140x100x5.5	19.16	24.41	140	100	5.5	11	657.3	93.9	51.9	389.8	77.97	40
159	140x100x6	20.75	26.43	140	100	6	12	704.5	100.6	51.6	417.2	83.45	39.7
160	140x100x6.5	22.03	28.06	140	100	6.5	16.5	731.9	104.6	51.1	434.3	86.85	39.3
161	140x100x7	23.52	29.96	140	100	7	17.5	772.4	110.3	50.8	457.8	91.55	39.1
162	140x120x4	15.5	19.75	140	120	4	8	577.5	82.5	54.1	456	76	48.1
163	140x120x4.5	17.32	22.07	140	120	4.5	9	639.4	91.35	53.8	504.6	84.1	47.8
164	140x120x5	19.12	24.36	140	120	5	10	699.2	99.88	53.6	551.4	91.9	47.6
165	140x120x5.5	20.89	26.61	140	120	5.5	11	756.8	108.1	53.3	596.5	99.41	47.3
166	140x120x6	22.63	28.83	140	120	6	12	812.3	116	53.1	639.8	106.6	47.1
167	140x120x6.5	24.07	30.66	140	120	6.5	16.5	847.8	121.11	52.6	668.3	111.4	46.7
168	140x120x7	25.71	32.76	140	120	7	17.5	896.3	128	52.3	706.2	117.7	46.4
169	140x120x7.5	27.33	34.82	140	120	7.5	19	942.5	134.6	52	742.2	123.7	46.2
170	140x120x8	28.92	36.84	140	120	8	20	986.5	140.9	51.7	776.5	129.4	45.9
171	150x100x4	14.87	18.95	150	100	4	8	594.5	79.27	56	318.4	63.68	41
172	150x100x4.5	16.62	21.17	150	100	4.5	9	657.9	87.72	55.8	351.8	70.35	40.8
173	150x100x5	18.33	23.36	150	100	5	10	719	95.87	55.5	383.7	76.75	40.5
174	150x100x5.5	20.03	25.51	150	100	5.5	11	777.9	103.7	55.2	414.4	82.88	40.3
175	150x100x6	21.69	27.63	150	100	6	12	834.4	111.3	55	443.7	88.75	40.1
176	150x100x6.5	23.05	29.36	150	100	6.5	16.5	868.2	115.8	54.4	462.7	92.54	39.7
177	150x100x7	24.62	31.36	150	100	7	17.5	917.1	122.3	54.1	488	97.61	39.5
178	160x40x3	8.96	11.41	160	40	3	6	315.9	39.49	52.6	33.95	16.98	17.3
179	160x40x3.5	10.36	13.19	160	40	3.5	7	360.5	45.07	52.3	38.23	19.12	17
180	160x40x4	11.73	14.95	160	40	4	8	403	50.37	51.9	42.15	21.08	16.8
181	160x40x4.5	13.08	16.67	160	40	4.5	9	443.2	55.4	51.6	45.73	22.86	16.6
182	160x40x5	14.41	18.36	160	40	5	10	481.3	60.16	51.2	48.97	24.48	16.3
183	160x40x5.5	15.71	20.01	160	40	5.5	11	517.3	64.66	50.8	51.89	25.94	16.1
184	160x40x6	16.98	21.63	160	40	6	12	551.2	68.9	50.5	54.5	27.25	15.9
185	160x40x6.5	17.94	22.86	160	40	6.5	16.5	559.7	69.96	49.5	55.43	27.71	15.6
186	160x40x7	19.12	24.36	160	40	7	17.5	585.8	73.22	49	57.26	28.63	15.3
187	160x80x4	14.25	18.15	160	80	4	8	597.6	74.71	57.4	203.4	50.85	33.5
188	160x80x4.5	15.91	20.27	160	80	4.5	9	660.8	82.6	57.1	224.1	56.02	33.3
189	160x80x5	17.55	22.36	160	80	5	10	721.6	90.2	56.8	243.8	60.95	33
190	160x80x5.5	19.16	24.41	160	80	5.5	11	779.9	97.48	56.5	262.6	65.64	32.8
191	160x80x6	20.75	26.43	160	80	6	12	835.8	104.5	56.2	280.4	70.1	32.6
192	160x80x6.5	22.03	28.06	160	80	6.5	16.5	866	108.3	55.6	291.5	72.87	32.2
193	160x80x7	23.52	29.96	160	80	7	17.5	913.5	114.2	55.2	306.6	76.64	32
194	160x100x4	15.5	19.75	160	100	4	8	695	86.87	59.3	336.9	67.37	41.3
195	160x100x4.5	17.32	22.07	160	100	4.5	9	769.6	96.21	59.1	372.3	74.46	41.1
196	160x100x5	19.12	24.36	160	100	5	10	841.7	105.2	58.8	406.3	81.26	40.8
197	160x100x5.5	20.89	26.61	160	100	5.5	11	911.2	113.9	58.5	439	87.79	40.6
198	160x100x6	22.63	28.83	160	100	6	12	978.1	122.3	58.2	470.2	94.05	40.4
199	160x100x6.5	24.07	30.66	160	100	6.5	16.5	1019	127.4	57.7	491.1	98.22	40
200	160x100x7	25.71	32.76	160	100	7	17.5	1077	134.7	57.3	518.3	103.7	39.8
201	160x100x7.5	27.33	34.82	160	100	7.5	19	1133	141.6	57	544.1	108.8	39.5
202	160x100x8	28.92	36.84	160	100	8	20	1186	148.2	56.7	568.6	113.7	39.3
203	160x120x4	16.76	21.35	160	120	4	8	792.3	99.04	60.9	509.8	84.97	48.9
204	160x120x4.5	18.74	23.87	160	120	4.5	9	878.5	109.8	60.7	564.6	94.1	48.6
205	160x120x5	20.69	26.36	160	120	5	10	961.8	120.2	60.4	617.5	102.9	48.4
206	160x120x5.5	22.62	28.81	160	120	5.5	11	1042	130.3	60.2	668.6	111.4	48.2
207	160x120x6	24.52	31.23	160	120	6	12	1120	140	59.9	717.8	119.6	47.9
208	160x120x6.5	26.11	33.26	160	120	6.5	16.5	1172	146.5	59.4	752	125.3	47.6
209	160x120x7	27.91	35.56	160	120	7	17.5	1241	155.2	59.1	795.5	132.6	47.3
210	160x120x7.5	29.69	37.82	160	120	7.5	19	1307	163.4	58.8	837.2	139.5	47
211	160x120x8	31.43	40.04	160	120	8	20	1371	171.3	58.5	876.9	146.1	46.8
212	160x140x5	22.26	28.36	160	140	5	10	1082	135.2	61.8	881.4	125.9	55.8
213	160x140x5.5	24.34	31.01	160	140	5.5	11	1174	146.7	61.5	955.8	136.5	55.5
214	160x140x6	26.4	33.63	160	140	6	12	1263	157.8	61.3	1028	146.8	55.3
215	160x140x6.5	28.15	35.86	160	140	6.5	16.5	1325	165.7	60.8	1079	154.2	54.9
216	160x140x7	30.11	38.36	160	140	7	17.5	1405	175.6	60.5	1144	163.4	54.6
217	160x140x7.5	32.04	40.82	160	140	7.5	19	1482	185.2	60.2	1206	172.3	54.4
218	160x140x8	33.95	43.24	160	140	8	20	1555	194.4	60	1265	180.8	54.1
219	180x60x4	14.25	18.15	180	60	4	8	678.1	75.3	61.1	118.8	39.6	25.6
220	180x60x4.5	15.91	20.27	180	60	4.5	9	749.4	83.3	60.8	130.3	43.4	25.4
221	180x60x5	17.55	22.36	180	60	5	10	817.8	90.9	60.5	141.2	47.1	25.1
222	180x60x5.5	19.16	24.41	180	60	5.5	11	883.3	98.1	60.2	151.4	50.5	24.9
223	180x60x6	20.75	26.43	180	60	6	12	946	105.1	59.8	160.9	53.6	24.7
224	180x60x6.5	22.03	28.06	180	60	6.5	16.5	976.4	108.5	59	166.6	55.5	24.4
225	180x60x7	23.52	29.96	180	60	7	17.5	1029	114.3	58.6	174.4	58.1	24.1
226	180x60x7.5	24.98	31.82	180	60	7.5	19	1078	119.8	58.2	181.6	60.5	23.9
227	180x60x8	26.41	33.64	180	60	8	20	1125	125	57.8	188.2	62.7	23.7
228	180x80x4	15.5	19.75	180	80	4	8	802	89.12	63.7	226.5	56.62	33.9
229	180x80x4.5	17.32	22.07	180	80	4.5	9	888	98.67	63.4	249.7	62.44	33.6
230	180x80x5	19.12	24.36	180	80	5	10	970.9	107.9	63.1	271.9	67.99	33.4
231	180x80x5.5	20.89	26.61	180	80	5.5	11	1051	116.8	62.8	293.1	73.28	33.2
232	180x80x6	22.63	28.83	180	80	6	12	1128	125.3	62.5	313.3	78.31	33
233	180x80x6.5	24.07	30.66	180	80	6.5	16.5	1172	130.2	61.8	326.6	81.65	32.6
234	180x80x7	25.71	32.76	180	80	7	17.5	1238	137.6	61.5	343.9	85.97	32.4
235	180x80x7.5	27.33	34.82	180	80	7.5	19	1301	144.6	61.1	360.1	90.03	32.2
236	180x80x8	28.92	36.84	180	80	8	20	1361	151.3	60.8	375.4	93.85	31.9
237	180x100x4	16.76	21.35	180	100	4	8	926	102.9	65.9	373.7	74.74	41.8
238	180x100x4.5	18.74	23.87	180	100	4.5	9	1027	114.1	65.6	413.3	82.67	41.6
239	180x100x5	20.69	26.36	180	100	5	10	1124	124.9	65.3	451.4	90.29	41.4
240	180x100x5.5	22.62	28.81	180	100	5.5	11	1218	135.4	65	488.1	97.61	41.2
