#	имя	Вес	A	D	s	Iy	Wy	iy
1	10x1	0.222	0.28	10	1	0.29	0.0058	3.2
2	10x1.2	0.26	0.33	10	1.2	0.327	0.0065	3.1
3	10.2x1	0.227	0.29	10.2	1	0.309	0.0061	3.3
4	10.2x1.2	0.266	0.34	10.2	1.2	0.35	0.0069	3.2
5	12x1	0.271	0.35	12	1	0.527	0.0088	3.9
6	12x1.2	0.32	0.41	12	1.2	0.601	0.01	3.8
7	12x1.4	0.366	0.47	12	1.4	0.666	0.0111	3.8
8	12x1.5	0.388	0.49	12	1.5	0.696	0.0116	3.8
9	12x1.6	0.41	0.52	12	1.6	0.724	0.0121	3.7
10	13x1	0.296	0.38	13	1	0.683	0.0105	4.3
11	13x1.2	0.349	0.44	13	1.2	0.782	0.012	4.2
12	13x1.4	0.401	0.51	13	1.4	0.871	0.0134	4.1
13	13x1.5	0.425	0.54	13	1.5	0.911	0.014	4.1
14	13x1.6	0.45	0.57	13	1.6	0.949	0.0146	4.1
15	14x1	0.321	0.41	14	1	0.868	0.0124	4.6
16	14x1.2	0.379	0.48	14	1.2	0.997	0.0142	4.5
17	14x1.4	0.435	0.55	14	1.4	1.113	0.0159	4.5
18	14x1.5	0.462	0.59	14	1.5	1.167	0.0167	4.5
19	14x1.6	0.489	0.62	14	1.6	1.218	0.0174	4.4
20	15x1	0.345	0.44	15	1	1.083	0.0144	5
21	15x1.2	0.408	0.52	15	1.2	1.248	0.0166	4.9
22	15x1.4	0.47	0.6	15	1.4	1.398	0.0186	4.8
23	15x1.5	0.499	0.64	15	1.5	1.467	0.0196	4.8
24	15x1.6	0.529	0.67	15	1.6	1.533	0.0204	4.8
25	16x1	0.37	0.47	16	1	1.331	0.0166	5.3
26	16x1.2	0.438	0.56	16	1.2	1.538	0.0192	5.2
27	16x1.4	0.504	0.64	16	1.4	1.727	0.0216	5.2
28	16x1.5	0.536	0.68	16	1.5	1.815	0.0227	5.2
29	16x1.6	0.568	0.72	16	1.6	1.899	0.0237	5.1
30	17x1	0.395	0.5	17	1	1.615	0.019	5.7
31	17x1.2	0.468	0.6	17	1.2	1.869	0.022	5.6
32	17x1.4	0.539	0.69	17	1.4	2.104	0.0248	5.5
33	17x1.5	0.573	0.73	17	1.5	2.214	0.026	5.5
34	17x1.6	0.608	0.77	17	1.6	2.32	0.0273	5.5
35	18x1	0.419	0.53	18	1	1.936	0.0215	6
36	18x1.2	0.497	0.63	18	1.2	2.246	0.025	6
37	18x1.4	0.573	0.73	18	1.4	2.533	0.0281	5.9
38	18x1.5	0.61	0.78	18	1.5	2.668	0.0296	5.9
39	18x1.6	0.719	0.82	18	1.6	2.798	0.0311	5.8
40	18x1.8	0.789	0.92	18	1.8	3.042	0.0338	5.8
41	19x1	0.444	0.57	19	1	2.297	0.0242	6.4
42	19x1.2	0.527	0.67	19	1.2	2.67	0.0281	6.3
43	19x1.4	0.608	0.77	19	1.4	3.016	0.0317	6.2
44	19x1.5	0.647	0.82	19	1.5	3.18	0.0335	6.2
45	19x1.6	0.687	0.87	19	1.6	3.338	0.0351	6.2
46	19x1.8	0.764	0.97	19	1.8	3.636	0.0383	6.1
47	19x2	0.838	1.07	19	2	3.912	0.0412	6.1
