#	0		A	h	b	s	t	r1	r1	d	Iy	Wy	Sy	iy	Iz	Wz	iz
45	50Ш3	156.1	198.86	493	300	15.5	20.5	26	10.25	400	83437.195	3384.9	1912.66	204.83	9251.071	616.74	68.21
46	50Ш4	173.8	221.38	499	300	16.5	23.5	26	11.75	400	95277.602	3818.7	2161.4	207.45	10604.771	706.98	69.21
47	50Ш5	204.7	260.8	508	302	19	28	26	14	400	114959.828	4526	2578.55	209.95	12894.501	853.94	70.31
48	50Ш6	243.2	309.84	518	310	22	33	26	16.5	400	140248.141	5415	3106.5	212.75	16442.93	1060.83	72.85
49	50Ш7	292.7	372.92	532	312	26	40	26	20	400	174203.781	6549	3797.96	216.13	20335.66	1303.57	73.84
50	50Ш8	347.6	442.84	548	314	30	48	26	24	400	214879.984	7842.3	4598.03	220.28	24895.52	1585.7	74.98
51	60Ш1	137	174.49	582	300	12	17	28	8.5	492	102709.984	3529.6	1981.3	242.62	7669.851	511.32	66.3
52	60Ш2	170.7	217.41	589	300	16	20.5	28	10.25	492	126193.289	4285	2438.84	240.92	9259.23	617.28	65.26
53	60Ш3	198.1	252.37	597	300	18	24.5	28	12.25	492	150035.328	5026.3	2869.72	243.82	11069.151	737.94	66.23
54	60Ш4	225.6	287.33	605	300	20	28.5	28	14.25	492	174450.484	5767	3305.39	246.4	12881.171	858.74	66.96
55	60Ш5	265.4	338.13	616	302	23	34	28	17	492	210467.063	6833.4	3941.46	249.49	15686.681	1038.85	68.11
56	60Ш6	324.2	412.99	630	315	27	41	28	20.5	492	266239.938	8452.101	4907.09	253.9	21476.18	1363.57	72.11
57	60Ш7	377.5	480.93	644	317	31	48	28	24	492	318172.063	9881.101	5788.14	257.21	25653.762	1618.53	73.04
58	60Ш8	450.6	574.05	664	319	36	58	28	29	492	394963.719	11896.501	7047.57	262.3	31634.213	1983.34	74.23
59	70Ш1	166	211.49	692	300	13	20	28	10	596	172424.063	4983.4	2814.39	285.53	9024.741	601.65	65.32
60	70Ш2	190.4	242.53	698	300	15	23	28	11.5	596	198779.766	5695.7	3233.41	286.29	10382.92	692.19	65.43
61	70Ш3	226.9	289.09	707	300	18	27.5	28	13.75	596	239021.125	6761.601	3867.01	287.54	12424.2	828.28	65.56
62	70Ш4	258.6	329.39	715	300	20.5	31.5	28	15.75	596	275127.031	7695.9	4426.46	289.01	14242.001	949.47	65.76
63	70Ш5	294.9	375.69	725	300	23	36.5	28	18.25	596	319781.969	8821.6	5099.3	291.75	16514.18	1100.95	66.3
64	70Ш6	359.7	458.21	740	313	27	44	28	22	596	403258.375	10898.9	6334.98	296.66	22622.213	1445.51	70.26
65	70Ш7	431.2	549.27	758	315	32	53	28	26.5	596	496466.969	13099.4	7693	300.64	27822.58	1766.51	71.17
66	70Ш8	518.3	660.25	780	317	38	64	28	32	596	616075.375	15796.8	9389.941	305.47	34321.605	2165.4	72.1
