#	имя	Вес		D	s	Iy	Wy	iy
136	177.8x8.0	33.5	42.68	177.8	8	1541.44	173.39	60.1
137	180.0x4.0	17.36	22.12	180	4	856.8	95.2	62.24
138	180.0x5.0	21.58	27.49	180	5	1053.17	117.02	61.9
139	193.7x3.0	14.11	17.97	193.7	3	817.22	84.38	67.43
140	193.7x3.2	15.03	19.15	193.7	3.2	868.99	89.73	67.36
141	193.7x3.5	16.42	20.91	193.7	3.5	946.03	97.68	67.26
142	193.7x3.8	17.8	22.67	193.7	3.8	1022.33	105.56	67.15
143	193.7x4.0	18.71	23.84	193.7	4	1072.79	110.77	67.08
144	193.7x4.5	21	26.75	193.7	4.5	1197.52	123.65	66.91
145	193.7x5.0	23.27	29.64	193.7	5	1320.23	136.32	66.74
146	193.7x5.5	25.53	32.52	193.7	5.5	1440.96	148.78	66.57
147	193.7x6.0	27.77	35.38	193.7	6	1559.72	161.05	66.4
148	193.7x7.0	31.23	41.06	193.7	7	1791.43	184.97	66.05
149	193.7x8.0	36.64	46.67	193.7	8	2015.54	208.11	65.72
150	219.0x3.0	15.98	20.36	219	3	1187.48	108.45	76.37
151	219.0x3.2	17.03	21.69	219	3.2	1263.16	115.36	76.31
152	219.0x3.5	18.6	23.7	219	3.5	1375.89	125.65	76.2
153	219.0x3.8	20.17	25.69	219	3.8	1487.67	135.86	76.1
154	219.0x4.0	21.21	27.02	219	4	1561.66	142.62	76.03
155	219.0x4.5	23.8	30.32	219	4.5	1744.8	159.34	75.85
156	219.0x5.0	26.39	33.62	219	5	1925.34	175.83	75.68
157	219.0x5.5	28.96	36.89	219	5.5	2103.31	192.08	75.51
158	219.0x6.0	31.52	40.15	219	6	2278.74	208.1	75.34
159	219.0x7.0	36.6	46.62	219	7	2622.03	239.46	74.99
160	219.0x8.0	41.63	53.03	219	8	2955.43	269.9	74.65
161	219.0x9.0	46.61	59.38	219	9	3279.12	299.46	74.31
162	219.0x10.0	51.54	65.66	219	10	3593.28	328.15	73.98
163	219.0x11.0	56.43	71.88	219	11	3898.12	355.99	73.64
164	219.0x12.0	61.26	78.04	219	12	4193.81	383	73.31
165	219.0x13.0	66.04	84.13	219	13	4480.54	409.18	72.98
166	219.0x14.0	70.78	90.16	219	14	4758.5	434.57	72.65
167	219.0x16.0	80.1	102.04	219	16	5288.8	483	71.99
168	219.0x17.0	84.69	107.88	219	17	5541.5	506.07	71.67
169	219.0x17.5	86.96	110.78	219	17.5	5664.82	517.34	71.51
170	219.0x18.0	89.23	113.66	219	18	5786.14	528.41	71.35
171	219.0x19.0	93.71	119.38	219	19	6022.89	550.04	71.03
172	219.0x20.0	98.15	125.04	219	20	6251.92	570.95	70.71
173	244.5x3.0	17.87	22.76	244.5	3	1659.58	135.75	85.39
174	244.5x3.2	19.04	24.26	244.5	3.2	1765.87	144.45	85.32
175	244.5x3.5	20.8	26.5	244.5	3.5	1924.29	157.41	85.22
176	244.5x3.8	22.56	28.73	244.5	3.8	2081.52	170.27	85.11
177	244.5x4.0	23.72	30.22	244.5	4	2185.67	178.79	85.04
178	244.5x4.5	26.63	33.93	244.5	4.5	2443.76	199.9	84.87
179	244.5x5.0	29.53	37.62	244.5	5	2698.58	220.74	84.69
180	244.5x5.5	32.42	41.3	244.5	5.5	2950.16	241.32	84.52
181	244.5x6.0	35.29	44.96	244.5	6	3198.53	261.64	84.35
182	244.5x7.0	41	52.23	244.5	7	3685.75	301.49	84.01
183	244.5x8.0	46.66	59.44	244.5	8	4160.44	340.32	83.66
184	244.5x9.0	52.27	66.59	244.5	9	4622.84	378.15	83.32
185	273.0x3.0	19.98	25.45	273	3	2319.13	169.9	95.47
186	273.0x3.2	21.29	27.12	273	3.2	2468.29	180.83	95.4
187	273.0x3.5	23.26	29.63	273	3.5	2690.77	197.13	95.29
188	273.0x3.8	25.23	32.14	273	3.8	2911.75	213.32	95.19
189	273.0x4.0	26.54	33.8	273	4	3058.25	224.05	95.12
190	273.0x4.5	29.8	37.96	273	4.5	3421.58	250.67	94.94
191	273.0x5.0	33.05	42.1	273	5	3780.811	276.98	94.77
192	273.0x5.5	36.28	46.22	273	5.5	4135.97	303	94.6
193	273.0x6.0	39.51	50.33	273	6	4487.08	328.72	94.42
194	273.0x7.0	45.92	58.5	273	7	5177.3	379.29	94.08
195	273.0x8.0	52.28	66.6	273	8	5851.71	428.7	93.73
196	273.0x9.0	58.6	74.64	273	9	6510.561	476.96	93.39
197	273.0x10.0	64.86	82.62	273	10	7154.09	524.11	93.05
198	273.0x11.0	71.07	90.54	273	11	7782.53	570.15	92.71
199	273.0x12.0	77.24	98.39	273	12	8396.13	615.1	92.37
200	273.0x13.0	83.36	106.19	273	13	8995.13	658.98	92.04
201	273.0x14.0	89.42	113.91	273	14	9579.74	701.81	91.7
202	273.0x16.0	101.41	129.18	273	16	10706.781	784.38	91.04
203	273.0x17.0	107.33	136.72	273	17	11249.66	824.15	90.71
204	273.0x17.5	110.27	140.47	273	17.5	11516.03	843.67	90.54
205	273.0x18.0	113.2	144.2	273	18	11779.071	862.94	90.38
206	273.0x19.0	119.02	151.61	273	19	12295.26	900.75	90.05
207	273.0x20.0	124.79	158.96	273	20	12798.431	937.61	89.73
208	273.0x21.0	130.51	166.25	273	21	13288.81	973.54	89.4
209	273.0x22.0	136.18	173.48	273	22	13766.612	1008.54	89.08
210	325.0x3.5	27.75	35.35	325	3.5	4567.96	281.11	113.67
211	325.0x3.8	30.1	38.35	325	3.8	4945.73	304.35	113.57
212	325.0x4.0	31.67	40.34	325	4	5196.39	319.78	113.5
213	325.0x4.5	35.57	45.31	325	4.5	5818.91	358.09	113.33
214	325.0x5.0	39.46	50.27	325	5	6435.55	396.03	113.15
215	325.0x5.5	43.34	55.21	325	5.5	7046.34	433.62	112.98
216	325.0x6.0	47.2	60.13	325	6	7651.32	470.85	112.8
217	325.0x7.0	54.9	69.93	325	7	8844.01	544.25	112.46
218	325.0x8.0	62.54	79.67	325	8	10013.91	616.24	112.11
219	325.0x9.0	70.14	89.35	325	9	11161.32	686.85	111.77
220	325.0x10.0	77.68	98.96	325	10	12286.51	756.09	111.43
221	325.0x11.0	85.18	108.51	325	11	13389.791	823.99	111.08
222	325.0x12.0	92.63	118	325	12	14471.44	890.55	110.74
223	325.0x13.0	100.03	127.42	325	13	15531.741	955.8	110.4
224	325.0x14.0	107.38	136.78	325	14	16570.971	1019.75	110.07
225	325.0x16.0	121.93	155.32	325	16	18587.359	1143.84	109.39
226	325.0x17.0	129.13	164.49	325	17	19565.08	1204	109.06
227	325.0x17.5	132.71	169.06	325	17.5	20046.439	1233.63	108.89
228	325.0x18.0	136.28	173.6	325	18	20522.85	1262.94	108.73
229	325.0x19.0	143.38	182.65	325	19	21460.93	1320.67	108.4
230	325.0x20.0	150.44	191.64	325	20	22379.609	1377.21	108.07
