#	0		A	h	b	s	t	r1	r1	d	Iy	Wy	Sy	iy	Iz	Wz	iz
73	40К4	231.9	295.39	414	405	18	28	22	14	314	92771.148	4481.7	2513.15	177.22	31026.871	1532.19	102.49
74	40К4.5	255.6	325.61	420	403	20	31	22	15.5	314	103629.711	4934.8	2786.46	178.4	33850.078	1679.9	101.96
75	40К5	290.8	370.49	429	400	23	35.5	22	17.75	314	120290.281	5607.9	3198.49	180.19	37914.875	1895.74	101.16
76	40К6	306	389.65	438	370	25	40	22	20	314	128432.352	5864.5	3381.88	181.55	33828.59	1828.57	93.18
77	40К7	344	438.29	448	371	28	45	22	22.5	314	148100.172	6611.6	3848.78	183.82	38379.676	2068.98	93.58
78	40К8	382	487.13	458	372	31	50	22	25	314	168699.391	7366.8	4327.201	186.09	43005.945	2312.15	93.96
79	40К9	430	547.21	470	373	35	56	22	28	314	194740.031	8286.801	4920.7	188.65	48584.934	2605.09	94.23
80	40К10	483	615.01	484	374	39	63	22	31.5	314	226537.969	9361.1	5620.76	191.92	55131.746	2948.22	94.68
81	40К11	543	691.21	494	392	43	68	22	34	314	261626.641	10592.2	6402.771	194.55	68534.68	3496.67	99.57
82	40К12	607	773.35	510	393	48	76	22	38	314	303779.063	11912.9	7286.5	198.19	77250.094	3931.301	99.94
83	40К13	678	863.69	528	394	53	85	22	42.5	314	354176.375	13415.8	8303.29	202.5	87133.422	4423.02	100.44
84	40К14	758	965.87	548	395	59	95	22	47.5	314	414486.625	15127.3	9480.79	207.15	98243.266	4974.34	100.85
85	40К15	849	1081.45	564	410	65	103	22	51.5	314	482318.063	17103.5	10811.511	211.18	119192.555	5814.271	104.98
86	40К16	949	1209.51	588	412	72	115	22	57.5	314	569246.875	19362.102	12395.01	216.94	135224.953	6564.32	105.74
87	40К17	1067	1358.67	616	414	80	129	22	64.5	314	679972.875	22077.002	14322.161	223.71	154171.563	7447.9	106.52
88	40К18	1193	1519.61	638	430	87	140	22	70	314	800682.25	25099.801	16419.75	229.54	187578.953	8724.6	111.1
89	40К19	1332	1696.33	668	435	96	155	22	77.5	314	952172.563	28508.201	18868.641	236.92	215398.109	9903.36	112.68
