#	имя	Вес		D	s
1	57.0x3.0	4	5.09	57	3
2	57.0x3.2	4.25	5.41	57	3.2
3	57.0x3.5	4.62	5.88	57	3.5
4	60.0x3.0	4.22	5.37	60	3
5	60.0x3.2	4.48	5.71	60	3.2
6	60.0x3.5	4.88	6.21	60	3.5
7	60.0x3.8	5.27	6.71	60	3.8
8	63.5x3.0	4.48	5.37	60	3
9	63.5x3.2	4.76	5.71	60	3.2
10	63.5x3.5	5.18	6.21	60	3.5
11	63.5x3.8	5.59	6.71	60	3.8
12	70.0x3.0	4.96	6.31	70	3
13	70.0x3.2	5.27	6.72	70	3.2
14	70.0x3.5	5.74	7.31	70	3.5
15	70.0x3.8	6.2	7.9	70	3.8
16	70.0x4.0	6.51	8.29	70	4
17	73.0x3.0	5.18	6.6	73	3
18	73.0x3.2	5.51	7.02	73	3.2
19	73.0x3.5	6	7.64	73	3.5
20	73.0x3.8	6.48	8.26	73	3.8
21	73.0x4.0	6.81	8.67	73	4
22	76.0x3.0	5.4	6.88	76	3
23	76.0x3.2	5.75	7.32	76	3.2
24	76.0x3.5	6.26	7.97	76	3.5
25	76.0x3.8	6.77	8.62	76	3.8
26	76.0x4.0	7.1	9.05	76	4
27	76.0x4.5	7.93	10.11	76	4.5
28	76.0x5.0	8.75	11.15	76	5
29	76.0x5.5	9.56	12.18	76	5.5
30	83.0x3.0	5.92	7.54	83	3
31	83.0x3.2	6.3	8.02	83	3.2
32	83.0x3.5	6.86	8.74	83	3.5
33	83.0x3.8	7.42	9.45	83	3.8
34	83.0x4.0	7.79	9.93	83	4
35	83.0x4.5	8.71	11.1	83	4.5
36	83.0x5.0	9.62	12.25	83	5
37	83.0x5.5	10.51	13.39	83	5.5
38	89.0x3.0	6.36	8.11	89	3
39	89.0x3.2	6.77	8.63	89	3.2
40	89.0x3.5	7.38	9.4	89	3.5
41	89.0x3.8	7.98	10.17	89	3.8
42	89.0x4.0	8.38	10.68	89	4
43	89.0x4.5	9.38	11.95	89	4.5
44	89.0x5.0	10.36	13.19	89	5
45	89.0x5.5	11.33	14.43	89	5.5
46	95.0x3.2	7.24	9.23	95	3.2
47	95.0x5.0	11.1	14.14	95	5
48	102.0x3.0	7.32	9.33	102	3
49	102.0x3.2	7.8	9.93	102	3.2
50	102.0x3.5	8.5	10.83	102	3.5
51	102.0x3.8	9.2	11.72	102	3.8
52	102.0x4.0	9.67	12.32	102	4
53	102.0x4.5	10.82	13.78	102	4.5
54	102.0x5.0	11.96	15.24	102	5
55	102.0x5.5	13.09	16.67	102	5.5
56	108.0x3.0	7.77	9.9	108	3
57	108.0x3.2	8.27	10.54	108	3.2
58	108.0x3.5	9.02	11.49	108	3.5
59	108.0x3.8	9.76	12.44	108	3.8
60	108.0x4.0	10.26	13.07	108	4
61	108.0x4.5	11.49	14.63	108	4.5
62	108.0x5.0	12.7	16.18	108	5
63	108.0x5.5	13.9	17.71	108	5.5
64	114.0x3.0	8.21	10.46	114	3
65	114.0x3.2	8.74	11.14	114	3.2
66	114.0x3.5	9.54	12.15	114	3.5
67	114.0x3.8	10.33	13.16	114	3.8
68	114.0x4.0	10.85	13.82	114	4
69	114.0x4.5	12.15	15.48	114	4.5
70	114.0x5.0	13.44	17.12	114	5
71	114.0x5.5	14.72	18.75	114	5.5
72	127.0x3.0	9.17	11.69	127	3
73	127.0x3.2	9.77	12.45	127	3.2
74	127.0x3.5	10.66	13.58	127	3.5
75	127.0x3.8	11.55	14.71	127	3.8
76	127.0x4.0	12.13	15.46	127	4
77	127.0x4.5	13.59	17.32	127	4.5
78	127.0x5.0	15.04	19.16	127	5
79	127.0x5.5	16.48	20.99	127	5.5
80	133.0x3.0	9.62	12.25	133	3
81	133.0x3.2	10.24	13.05	133	3.2
82	133.0x3.5	11.18	14.24	133	3.5
83	133.0x3.8	12.11	15.42	133	3.8
84	133.0x4.0	12.73	16.21	133	4
85	133.0x4.5	14.26	18.17	133	4.5
86	133.0x5.0	15.78	20.11	133	5
87	133.0x5.5	17.29	22.03	133	5.5
88	140.0x3.0	10.14	12.91	140	3
89	140.0x3.2	10.8	13.75	140	3.2
90	140.0x3.5	11.78	15.01	140	3.5
91	140.0x3.8	12.76	16.26	140	3.8
92	140.0x4.0	13.42	17.09	140	4
93	140.0x4.5	15.04	19.16	140	4.5
94	140.0x5.0	16.65	21.21	140	5
95	140.0x5.5	18.24	23.24	140	5.5
96	152.0x3.0	11.02	14.04	152	3
97	152.0x3.2	11.74	14.96	152	3.2
98	152.0x3.5	12.82	16.33	152	3.5
99	152.0x3.8	13.89	17.69	152	3.8
100	152.0x4.0	14.6	18.6	152	4
101	152.0x4.5	16.37	20.85	152	4.5
102	152.0x5.0	18.13	23.09	152	5
103	152.0x5.5	19.87	25.31	152	5.5
104	159.0x3.0	11.54	14.7	159	3
105	159.0x3.2	12.3	15.66	159	3.2
106	159.0x3.5	13.42	17.1	159	3.5
107	159.0x3.8	14.54	18.53	159	3.8
108	159.0x4.0	15.29	19.48	159	4
109	159.0x4.5	17.15	21.84	159	4.5
110	159.0x5.0	18.99	24.19	159	5
111	159.0x5.5	20.82	26.52	159	5.5
112	159.0x6.0	22.64	28.84	159	6
113	159.0x7.0	26.24	33.43	159	7
114	159.0x8.0	29.79	37.95	159	8
115	168.0x3.0	12.21	15.55	168	3
116	168.0x3.2	13.01	16.57	168	3.2
117	168.0x3.5	14.2	18.09	168	3.5
118	168.0x3.8	15.39	19.6	168	3.8
